,rating,aircraft,type_of_traveller,cabin_flown,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,inflight_entertainment,ground_service,wifi_and_connectivity,value_for_money,recommended,verified,review
883,2,,Couple Leisure,Economy Class,Boston to Los Angeles,July 2021,3,1,1,1,1,3,1,0,Not Verified ,  Just dont do it! Take another airline. You are setting yourself up for hours of pure frustration if you purchase a ticket with Delta. Never mind just the rude attendants or gate people but really what will get you is the pure inability to get through to company if you need any customer service. Once you have purchased ticket only luck will save you because you surely have no guarantee you will ever reach customer service either by phone or online chat. I know this because i have logged 10 hours of my time trying to get though to change ticket because they randomly changed flight time.
884,1,,Couple Leisure,Economy Class,Boston to Jackson Hole via Detroit,August 2021,1,4,,,2,,1,0,✅ Trip Verified ,"  This was by far the worst travel experience I have ever had. I can say with certainty that I will never fly delta airlines again. My flight was booked. About 12 hours before takeoff I received a text message notifying me that my flight was delayed 3 hours. Not a big deal except I had a connector flight in Salt Lake City, going to Jackson Hole, so now I would miss that flight. After calling and sitting on hold for over 3 hours I was finally in contact with someone. They then gave me an option of flying the entire day with long layovers and arriving at 8pm or a flight with two layovers but that arrival time would be similar to my original flight (12pm). Once showing up to the gate, my seat was assigned and I was put in the last row of the plane. In the middle seat next to the bathroom. Two hours to Detroit. Now 4 hour flight to Salt Lake City from Detroit my ticket says seat assigned at gate. And guess what, same thing. Now to top it off they make me check my bag at the gate. I get on the plane and every single over head bin had multiple vacancies for bags. Not sure why I had to check my bag. I tried to get my seat or flight switched to no avail. Delta airlines really doesn’t care about the plans you have for flying."
885,1,,Couple Leisure,First Class,Grand Rapids to New Orleans via Detroit ,July 2021,1,1,1,1,1,1,1,0,Not Verified ,"  My boyfriend and I took a trip to New Orleans last month. We were of course very excited being our first time there and this was our second trip together as a couple. We started at Grand Rapids and had 1 stop at Detroit then to New Orleans. The flight from Grand Rapids to Detroit was great. The flight from Detroit then to New Orleans was horrible. I was surprised to find no TV screen in first class for that long of a flight? Very disappointing. then we noticed the silver ceiling tile about the rest room was falling down on 1 side. Not a good thing to see the airplane falling apart. Our trip back was not any better! Again leaving from to Detroit in first class with no TV screen. Then we land in Detroit to find we have a change in flight and are stuck at the airport for 3 hours till they had another plane. We finally board and are being told they are all about safety and keeping things sanitized. Thats a joke! We get to our first class seat to find finger prints on the window, dirty hand prints on side walk and arm rest and garbage in seat pocket. Then again still no TV screen. The flight attendants were being very rude and harassing customers about everything .. we all just wanted to get to our last stop. You would think they would be more understanding that we had a 3 hour delay! I was told to push my purse further under seat in front of me ... yea 2 inches really made a difference there. When we landed in Grand Rapids the ceiling panel above us came down and the flight attendant had to push it back up.  We felt totally unsafe on your plane. I made a complaint to delta. In the email it said I would hear from you in 14-21 days its been past that. So thought maybe if I leave this review I'll hear from someone.."
886,2,One that flies,Business,Economy Class,Denver to Bismarck via Minneapolis,August 2021,1,4,1,1,1,1,1,0,✅ Trip Verified ,"  Had a 5-6 hour delay because on my incoming flight because of poor scheduling on the airlines part. My initial flight was late to get me then my second flight left without me followed by having to wait till 10 pm ish to catch the next flight to my destination. One would assume that an airline as large as delta likes to be good at what they do but I guess quality went out the door with COVID. Staffing issues also seem to be a problem. Calling in to reschedule my return flight and I’m told the wait time is over an hour? Seriously, I would imagine that Delta can afford to staff their call center well enough to be convenient instead of a hassle. Unfortunately it’s been this was for years. Often times it’s quicker fro me to drive to the airport to get my flight changed than it is for me to wait on the phone."
887,1,,Family Leisure,Economy Class,Minneapolis–Saint Paul to Salt Lake City,August 2021,2,1,,,1,,1,0,Not Verified ,"  Delta changed our flights last minute, messing up our schedule, so we called Delta to change our flights. The representative that changed them gave us a flight with a 54 minute layover saying it would be easy to make our connection without telling us he put us in the very back row of the plane and that we had two very far gates from each other. No one would assist us to make our connection easier. My biggest complaint is that they put my two year old in a row by herself, without me or my husband. They would not change her seat. This is very very unsafe to have a two year old next to strangers and also very upsetting to everyone in the seats around us. We shouldn't have to rely on someone us to give up their seats so we can sit with our two year old! I will be looking into laws and regulations on this and filing a complaint wherever I can about this action."
888,1,,Business,Economy Class,Atlanta to Frankfurt,August 2021,1,1,2,1,2,1,1,0,✅ Trip Verified ,  Absolutely the worst airline! Flight attendants are rude and laugh when you have an issue like my screen not working and basically just say you are out of luck. The airline allows car seats on the plane which means if you are as unfortunate as me then you can’t put your seat back to sleep even though it’s an overnight flight and when landing in the morning with no sleep having to proceed your drive home a few hrs away. They do not enforce a calm and relaxing flight. I spend just as much money as anyone else on my tickets to not receive a working screen and unable to put my seat back to sleep. Will never fly again and do not recommend for anyone. The airline should really learn what hospitality means.
889,1,,Couple Leisure,Economy Class,Pittsburgh to São Paulo via Atlanta,August 2021,1,3,2,2,1,2,1,0,✅ Trip Verified ,"  Delta had a mechanical problem, my flight suppose to leave at 7:10pm, but left 11:30pm. Pretty much all attendants were rude, short temper, and when I asked for a food voucher they said the restaurants were closed and I would eat in the airplane. Not nice!"
890,4,,Family Leisure,Economy Class,Charlotte to New York,July 2021,,,,,,,3,0,Not Verified ,"  I am very disappointed in Delta Airlines, they cancelled our flight, didn’t let us know, and I had to miss an extra day of work that I won’t get paid for. They could have at least warned us or sent us a notification that it got cancelled. I had to find out half way there which was an hour away from the place I was staying at so there goes my gas wasted."
891,1,,Solo Leisure,Economy Class,Atlanta to Tampa,July 2021,1,1,1,1,1,1,1,0,Not Verified ,"  Absolutely ridiculous. Our flight was set for 10.32. The flight was first delayed due to them not having a flight attendant available. It was delayed for over an hour (11.46pm). They then proceeded to board everyone on the plane. The pilot came on the speaker saying that now we not only were missing a flight attendant, but also that fuel was low and they needed to dispatch someone out to put fuel for the plane. That took another 45 minutes. Waiting on a plane that hasn’t even taken off yet. This flight is only 1 hour."
892,9,Boeing 767-332ER,Solo Leisure,Business Class,New York to Bogotá,June 2021,4,5,5,5,2,3,5,1,✅ Trip Verified ," Terminal 4 was pretty dead in the morning, check in was easy but the agent did not say hi and ignored my question asking how are you so that wasn’t the best first impression considering I paid more to fly Delta One. The priority lane to go through security was closed but due to the fact that the airport wasn’t dead I went through in 15 minutes towards the Sky Club. Where I was actually welcomed. Boarding was very prompt and service onboard was impeccable which made up for the guy at check in being careless. Seats were comfy for the 5.5 hour flight. Due to restrictions sandwiches were served as a meal but nonetheless very tasty and about every half hour cabin crew came by to refill drinks and whatever else was needed, about an hour before landing snacks were handed out. What made this flight memorable was the attention given by crew members."
893,4,,Solo Leisure,Economy Class,Fort Lauderdale to New York,July 2021,3,4,2,5,1,5,3,0,Not Verified ,"  Decided to pay a little extra this time to fly Delta because honestly anything is better than Spirit. After both flights I probably will never fly Delta again. I had the E-ticket on my phone which did not give me my seat assignment either time. The first time flying out of LGA to FLL the desk lady was snapping on everyone that would go up to ask for their seat, but at least there was a monitor that eventually showed seat assignments. Upon my return there was no way of knowing what the seat assignments were. I went up to the lady behind the counter greeted her and she turned her face to me. Finally she looks over with an annoyed face and I ask her if they had assigned seats. She basically told me to check my app and when I told her I don’t have the app I have an e-tickets on my phone via Apple wallet she just said I’d have to wait to board once they call for all remaining passengers. I’m fuming I’ve never been in such a weird boarding situation before both times encountering extremely rude employees. Delta train your employees to be a little nicer and develop a better seating system please. Never flying Delta again."
894,1,,Solo Leisure,Economy Class,Nashville to Missoula,July 2021,3,3,3,3,1,3,1,0,Not Verified ,"  I’ll never fly Delta again even if it’s significantly cheaper than other options. I’m currently on hold for a single question I had. I’ve been on hold for an hour and 20 minutes when they said “our estimated wait time is 13 minutes” That’s 6X wrong and also made it so I couldn’t bring something I needed to with me because I wasn’t sure if it was allowed or not. I allowed 30 minutes to speak to someone before I had to leave, I guess I should’ve assumed it would be more like a 1.5 hour hold+. My flight was also delayed by 3 hours, no surprise, so I wonder how I’ll make my next flight considering there was a 1 hour layover and that one is on time. I sure hope they make me wait a few more hours to figure that out. Remember, time is money, and Delta couldn’t possibly care less about your time as a customer because then they’d have to hire more people and that wouldn’t help their margins and stock price. Delta doesn’t and never has cared about the customer, this is my 3rd time in a row I’ve had an issue with them. "
895,4,,Family Leisure,Economy Class,Atlanta to Phoenix,July 2021,3,3,3,4,1,1,3,0,✅ Trip Verified ,"  Have never flown with this airline but expected more from Delta. When flying with this airline a certain level of quality is expected and I am disappointed. It started out with the flight being delayed until they had access to a full crew and departure time was pushed by twice for that purpose. Then the pilot comes out to say due to regulations he could only work a certain number of hours and would not be able to fly the aircraft and we would have to wait for another pilot. Results were that the flight got pushed to the next morning . During the night the departure gate changed 3 times. Once they arrived in the morning they were a pilot short and pushed departure time once again. For those that opted to stay in the airport and wait, the overnight crew was nonchalant and blaise about the whole ordeal. In addition they were ill prepared with pillows blankets and snack boxs and were acting as if they were bothered by even extending that hospitality. They needed to do a lot more in compensation by giving skylines to a free flight, a hot meal and a pillow with blanket."
896,1,,Business,Premium Economy,Los Angeles to Nashville,July 2021,1,1,1,1,1,1,1,0,✅ Trip Verified ,"  Our flight (DL386) LAX-BNA on July 25th started off not well. I was traveling with my family (Myself, wife, son & Daughter). My wife was flying first class with my daughter and I was flying comfort plus with my son. Somehow leading up to the flight our seats were changed without any notice. We are traveling with small children and by law they can not sit by themselves. We found out about the seat changes trying to check in 24hrs in advance. We could not fix our seats together and were told (after holding for 6 hours on the phone) to wait until we reached the gate. We arrived at the airport and there was only one gate attendant with a long line of customers. She was not attending to any of them. Finally someone in line spoke up and she was flustered. She dismissed half of the people in line to go sit down. They were told to deal with their issue at the scanning of boarding passes. We were still seat separated from our children. I finally spoke up and she addressed the situation to get us seated together. Our flight departed a bit late and upon approach into BNA our captain notified us that there was heavy weather and we may have to divert to Memphis. He circled three times and aborted the landing at BNA. We landed in Memphis (1/2 hour from BNA) and are notified that we need to refuel before we can go back and to land at BNA as the storm has now cleared. We now hear from the Captain on the PA that he and his cockpit crew have ""timed out"". We are asked to deplane and wait for alternative cockpit crew. Our flight was initially supposed to land at BNA at 5:11pm, It's now 5:55 as we begin to deplane at Memphis. We find ourselves now at an airport with no restaurants open. Our children are starving. I spend $80 buying junk and jerky at the airport store to tide them over. We now hear from the gate that our incoming pilots will not arrive until 8:30pm (which actually turned into 9:45 because of the incoming delayed flight from Atlanta). We contemplate driving ourselves back to BNA, but that would be a 3 hour drive with the kids. We are now held captive in an airport with no food, an extremely long day of travel and no help from Delta staff or crew. They tell us the only thing available at this airport right now is the drinking fountain and then laugh about it. I am extremely disappointed with the lack of planning and customer service coverage the Delta staff. I understand the timing out of pilots, however the situation after the diverted flight should have been handled better. We were not the only parents with upset, hungry and tired children so my feelings here are mutual as all passengers on flight DL386 where unhappy about the lack of customer service and planning. There was nothing offered to snack on let alone to drink. Even as we re-boarded with the new pilot crew. The staff on flight DL386 didn't offer any snacks that we could see from our seats in first class. Yet when the pilots came on board they handed them both large Bistro Snack Boxes. I'm extremely disappointed with Delta and the crew. This situation could have been handled so much better. We finally got to BNA by 10:30pm( 5 hours after our initial arrival time to BNA) It's now 11:30pm by the time we get the kids home. They're now eating at 11:45pm. NOT a great situation or Delta experience to say the LEAST!!We have a choice when we travel. I hope this helps future travelers"
897,1,,Solo Leisure,Economy Class,Tonawanda to Las Vegas ,July 2021,3,1,1,4,1,,1,0,Not Verified ,  My experience with Delta was absolutely horrible. I missed my connecting flight and was forced to spend the night in Detroit airport. When I originally boarded this flight I was reassured by staff that if I missed my connecting flight there would be ticket agents available to find us a hotel and food when we landed. This never happened so as forced to sleep in the airport. Airport staff also threatened me that if I left the airport I would no longer be secure. I have never felt so scared and alone in my life. This was the worst experience of my 45 years of life. It took me over 30 hours to travel from Las Vegas to Buffalo New York. I am astonished with the lack of humanity and respect that I was shown by the staff of Delta Air Lines. It will be a long time before I fly again. Rest assured it will not be with Delta!
898,2,,Solo Leisure,Economy Class,La Guardia to Miami,June 2021,3,1,,,5,,2,0,✅ Trip Verified ,"  I sent this complaint to the airlines on Tuesday, June 29, 2021. I requested a reply, which I haven't received.  I only edited the review by eliminating the religious group to which the two passengers next to me belong. I was sitting on an aisle seat when two young men who I could tell from their attire are of a strict religious group, asked the young man across the aisle, without addressing me, if he and I could switch seats. Due to religious reasons, they wanted to have a man sit there. We both said no, because the man across the aisle was sitting with his wife and son. I suggest airlines screen their passengers better for religious preferences. Furthermore, these two young men took their masks off most of the flight. I told one of the flight attendants, and she told them to put them on, which they did until she left. A passenger behind us also told them to put them on to no avail. Flight attendants walked up and down the aisle and never told them to put their masks on. Personally, I wore two masks which I didn't take off the entire flight even to drink water. Since we had to circle off on the Atlantic due to thunderstorms in South Florida, I was uncomfortable and, of course, thirsty. I went to the lavatory once and noticed that other passengers who were not eating, also had their masks off."
899,1,,Solo Leisure,Economy Class,Orange County to Atlanta,July 2021,,,,,1,,1,0,Not Verified ,"  This company for unaccompanied minor is the worst by far and yet they charge you 150 dollars for it. My daughter had a direct flight from Orange County Ca to Atl Ga and somehow got diverted to another airport and no one contacted me, I was sitting at the airport waiting for her when I got a call from her freaking out cause she landed in another airport and she doesn't know why and no one told me anything. After speaking to a manager in the airport from Delta, she told me that my daughter is fine and to calm down she will get there when she gets there and that the weather was so bad that they couldn't land but all the other planes seem to be landing just fine and there was no rain, no black clouds it was clear as day sun shinning and 95 out. But the weather was so bad they landed somewhere else and then didn't contact her mother ever even after they sat there for 3 hours. On top of that my daughter was on the phone crying and the flight attendant told her to stop crying and that she was fine and freaking out for no reason. Thank god there was a Mom sitting behind her with her kids who stuck up for her and reassured her that it was going to be ok and that she was there if she needed anything. We fly with southwest and pay 50 dollar unaccompanied minor fee and have never had an issue they tell us if they are running late or even when she has had a not direct flight and they land and change planes the flight attendant will text you and let you know all is well. I have contacted them but I just do not want another child and parent to go through this don't fly your unaccompanied minor with Delta."
900,2,,Family Leisure,Economy Class,Las Vegas to Seattle,July 2021,4,4,2,5,3,,2,0,Not Verified ,"  Hopefully you book everything perfectly and never need to speak to a person. We were clicking around trying to find the best flights, and thought we had. Turns out once we clicked back, the dates changed and so did the traveler names (my wife was booking for me and my boys and ended up booking for herself and the boys, and the dates changed by a month!). Tried to call Delta and the hold time was 9 hours! Tried the chat and couldn't get a live person. Ended up missing our 24 hours free cancellation window and had to pay $50 to change my name, but they forgot to change the dates. Now another 9 hours on hold to update to the correct date. We also tried changing to an earlier flight on our last Delta trip, by changing flights took longer than the flight itself."
901,1,,Family Leisure,Economy Class,Las Vegas to Seattle,July 2021,3,1,1,3,1,2,1,0,✅ Trip Verified ,"  They expect you to pull your mask up between bites of food while you're chewing and remind you constantly. One flight attendant in particular was wiping his sweat on his gloved hand and touching everyone's cups and ice, etc, yet my husband's mask fell down for a split second while he was talking and the guy instantly yells ""pull it up, over your mouth and nose"" as he was pulling it back up. He also stood over my 21 and 23 year old daughters while they were eating to make sure they were pulling it up between bites. Every few minutes they come across the loudspeaker reminding you to keep it up no matter what even in between bites or you will be removed from the plane. We are adults, we know the rules and we don't need a constant announcement disrupting us throughout the flight and airline staff using intimidation tactics while practicing disgusting and unsanitary behaviors themselves."
902,2,,Couple Leisure,Economy Class,Salt Lake City to Medford via Seattle,July 2021,4,4,1,4,1,,1,0,✅ Trip Verified ,"  At the right gate. No information about riding a bus 50 before departure. That was not the case when leaving Slc to Seattle. Missed the flight because of the extra time for boarding added on that was not disclosed. Also the announcements are really hard to understand. Talk as fast as you can with mush in your mouth is the norm. Plus echoing makes it hard to hear announcements Let's upgrade the speaker system. They got us on another flight and it was much appreciated. Lost four hours of life waiting. However, agent never bothered to tell us second flight moved to a different gate and this change was not on the ticket he printed. Luckily we asked another agent. Had to book it to the other side of the Seattle Airport to make it to Medford."
903,1,,Business,Economy Class,Baltimore to Nassau,July 2021,1,2,,,1,,1,0,✅ Trip Verified ,"  I will avoid flying Delta in the future at all costs. I was on hold- the first time for 4.5 hours and I finally had to hang up. The second time for 2.5 hours. At the airport, there was a very long line for international and domestic travel, and Delta had one person behind the counter for international travel. We waited in line for two plus hours. Hard to believe SW does it so well and Delta so bad. You need a new management team. I would be embarrassed to work here."
904,2,,Solo Leisure,Economy Class,Atlanta to Los Angeles,July 2021,2,2,2,2,2,2,2,0,✅ Trip Verified ,"  We sat at the gate for over a hour after we landed to get off the plane. I’ve flown several flights, and this has never happen and I don’t like how we all were treated on the plane. Very poorly, never would recommend and never will fly Delta again."
905,1,,Business,Economy Class,Chicago to Salt lake,July 2021,2,1,1,1,1,1,1,0,✅ Trip Verified ,"  They just diverted a flight from SLC to Boise Idaho because of failure to properly fuel and make a flight plan. Currently sitting in the plane on the Boise tarmac waiting to be brought BACK to salt lake. Folks are needing to get off here, missing checked bags, no more food on board. Terrible preparation and flight planning. Probably revoking my work travel willingness based on this incredibly poor experience. Extra hour and a half total added to the travel at 11pm with an extremely vague explanation. 0/10"
906,1,,Solo Leisure,Premium Economy,Los Angeles to Tel Aviv via New York JFK,July 2021,3,3,,,1,,1,0,✅ Trip Verified ," What a mistake! I usually travel to TLV almost every year for last three decades via El Al. Being a new American Express Platinum member, I was encouraged (points-wise) to go by Delta. Turns out: Awful Choice! It started bad, on the the plane for several hours at LAX waiting for take off, while they fixed the problem of ""a door not closing"". By the time I got to JHK late that night, I had of course missed my connecting flight to TLV. We were given vouchers ""for the hotel"". Us four stranded parties went to that Airport Holiday Inn, only to find when we got there that the vouchers were not for the room - as the typical credit card number was not on it. Turns out, we were mislead as these were only to get a rate. One of the parties had to sleep in the lobby because there was in fact no room. Further, because of this passage of time, we has to retake the COVID-test ($225) the next day on top of paying the hotel ($150) and lose a day in travel. When I went to be reimbursed, the airline (the ""we care team"" - which I prefer to think of as ""We could not care less team"") declined to do so, saying a passenger had caused the door problem and therefore they could evoke an act of god ""Force Majeure"" exemption not to compensate - a first in all my travels! (Great lawyers they have, apparently) Next time El-Al!"
907,2,,Family Leisure,Economy Class,Denver to Seattle via Anchorage,July 2021,1,1,1,1,1,1,1,0,Not Verified ,  Absolute worst. Tried to upgrade seat and told that the ticket we bought was non refundable and not available to upgrade at any cost. This is the absolute worst policy ever. I was willing to spend good money to upgrade at the gate and was told we couldn't. This information was also never presented or buried so deep in the fine print that no one reads. I will never fly Delta again.
908,1,,Solo Leisure,Economy Class,Ontario to Atlanta,July 2021,2,2,3,3,1,3,1,0,✅ Trip Verified ,"  Worst airline experience ever! I’ve flown many different airlines before, but I’ve never had so many problems like I have with Delta. This was my first and LAST time flying Delta. I had originally booked a roundtrip, direct flight from ONT to ATL months in advance. Then, a few weeks before, the scheduled flight Delta kept changing my return home flight time (3 times). Eventually they had changed it from a departure time of 5pm to 8am, which is a huge difference in time change. Not only did they change the time, but they changed the return airport from ONT to LAX! I was not ok with either of these drastic changes to the flight I originally booked. I called a Delta representative and told him what had happened. He told me he could make the changes and reschedule me to a direct 4:30pm flight. I assumed things were fixed. It wasn’t until the day before my return flight, when I was supposed to check in, did I realize that he still had my flight booked for the wrong airport (LAX). I then had to spent over 3 hrs on hold waiting to speak to a Delta customer service representative, and over a half hour talking to someone to get my flight fixed. She told me all the direct flights to ONT were sold out, and I would have to take a connecting flight which would be later in the evening arriving to ONT at 11:30pm. I asked if I could wait for standby on a direct flight at 5:50pm. She said she would put me on the list for standby. I was waiting early for standby at the airport until all passengers had finished boarding, as I was directed by the gate Delta attendant. They even said there was one seat that I could take, but when they tried adding me to the seat, they said there was a problem. The system couldn’t give me a direct flight because I only paid for a connecting flight. When I showed them that I did pay for a direct flight they said the representative who booked me this morning did it wrong then. And there was nothing they could do for me. No one tried to compensate me for all of the problems Delta caused with my flight. I feel very unappreciated as a customer. I plan to use other airlines that value their customers time and money from now on."
909,7,,Family Leisure,Economy Class,"Orlando, Florida to Salt Lake City, Utah",July 2021,3,2,2,3,3,2,4,1,Not Verified ,"  Most of it was fine. It was nice to have those screens to watch stuff and play games on. Almost everything about it was great. Most of the flight attendants were really nice. But there was one who was awful. Made fun of me to other people for not being able to find a button. She made me feel uncomfortable the whole flight and the people who were sitting across the aisle from me are who she made fun of me to, so it felt really awkward sitting by them too. She shouldn't be talking about people like that, especially since she doesn't know what they might have. I have a learning disability that can make it harder to understand things. I know there are plenty of people who do where it's hard to see that they have a disability and I wouldn't be surprised at all if she acts like that with far more people. Regardless of whether someone has a disability or not, it's not okay to treat people like that, especially customers. She certainly was by far the worst of any of the ones who helped us."
910,7,,Solo Leisure,Economy Class,Mexico City to Los Angeles,July 2021,4,4,3,4,3,5,5,1,✅ Trip Verified ,"  Flew onboard Delta's 757 for my return home from Mexico City on July 18th and I was satisfied with my journey. I arrived pretty late for check-in (45 minutes prior to departure) and my agent seemed at first apprehensive in wanting to assist me due to my late arrival. However, with some convincing, she came around and called the gate. I would have rated ground service higher if I felt her first approach was to help me by checking albeit seeming difficult instead of the no reception I got. The inflight experience was better than my ground one. There were many hours of inflight entertainment to watch and free Wi-Fi connectivity was available for basic messaging on apps like WhatsApp, which is an appreciated amenity. Yummy Kind bars and Cheez It crackers were passed out alongside a choice of beverage, although a meal like a sandwich would be preferred anytime. The crew were your quintessential American flight attendant, not the most polished, but friendly, chatty and approachable which I appreciate because it feels like home. Insofar as seat comfort, it was fine less the seat pouch in front of me that was stretched out, eating into my leg space. As my preferred US carrier, I will keep giving my business to Delta when the price is right."
911,1,,Couple Leisure,Economy Class,Miami to Athens via New York / Paris,July 2021,1,1,1,1,1,1,1,0,✅ Trip Verified ,"  Worst experience ever, do not book flights with Delta going to Greece. They do not care about the connection. They only want to sell their part of the routes. They don’t flight directly to Greece as Delta make me believe when I was booking. They do not have any direct communication with Air France as per an Air France manager in New York Kennedy airport told me. They were late with their flight from Miami to New York Kennedy Airport and and I missed my flight with Air France. On top Air France was able to open the gate of the flight to allow an emergency entry but Delta knowing that we were going to be late sold our tickets and they couldn’t hold the flight to clear and purchase new tickets."
912,1,,Family Leisure,Economy Class,Detroit to Milwaukee,July 2021,2,5,1,2,1,2,1,0,✅ Trip Verified ,"  Absolutely a horrible experience! They charged for 4 luggage, only said it was paid for 2 because their system was malfunctioning. Had to throw an entire suitcase away and put my sons stuff in carry-on trash bag. They forgot to print my sons ticket out, ran back to get it. Forgot to give me my ID back, ran back to get it. Finally got boarded, and the flight attendant allowed us to have 1 extra luggage we paid for, put down bow for free. Couldn't the old guy at the front have done that in the 1st place! Flight delayed an hour, picked up luggage from baggage claim and 1 suitcase had a hole ripped in the back and the handle broken. Baggage office said it still had the contents inside, so nothing could be done. I'm beyond over all of it! I will never fly with Delta again. I will also make sure I let everyone know how horrible they were too!"
913,1,,Couple Leisure,Economy Class,Cancun to New York JFK,July 2021,1,1,1,1,1,1,1,0,✅ Trip Verified ," Delta caused chaos at Cancun airport yesterday July 17, 2021. There were thousands of people in line. People were missing their flights and Delta representatives didn't care. The lines were from one end of the airport to the other. Delta lines were blocking all the other airlines. It was a horrific experience waiting in line for over 2 hours & hardly moving and knowing you will never get though the line and make it through security. Instead of 3 hours early with Delta plan on 8 hours. All the other airlines had no lines. Their customers were in and out. Shame on Delta Air Lines."
914,1,,Business,Economy Class,Tampa to Detroit,July 2021,1,1,1,1,1,5,1,0,✅ Trip Verified ,"  This was the worst flight ever and shows Delta and not care about its guest. I arrived the recommended 2hrs early about 3:15 pm make my way to the gate. I get there and at 4pm they say the flight can't land because of lightning and our plane landed in a city south of us so had time thought because i saw this plane had 4 1st class seats I would upgrade and was rudely told i am only a Platinum card holder not a medallion member it goes to them first. The 2 more 1hr delays to be told the pilot now timed out and had to be flown from Atlanta to Tampa to fly the plane. We did not leave til after Midnight on a 5:05 departure. Now on a hot plane that the stewardess told them to get started and not to board until they cool down was ignored I am sure some executive who was off site. So now 6hrs late, hot as hell and finally told by another stewardess I could not have head phones till we reached altitude to get my mind off this horrific flight."
915,3,,Couple Leisure,Economy Class,La Guardia to Southwest Georgia ,July 2021,3,3,3,3,1,4,1,0,Not Verified ,  On 7/11 my flight from LGA was delayed due to not having a pilot. The gate agent could not assist me and I would be missing my connecting to ATL to ABY. I asked the agent if they could provide a rental car and I would drive home. I paid extra money to flight to and from ABY so I wouldn’t have to drive. The last flight available from ATL to aaBay was sold out and the next flight was in the morning at 10. The gate agent stated that I could receive a refund or eCredit for all of the issues. Now it’s 3 days later and I’m still waiting to speak with someone about all the problems I had. On hold over 2 hours and chat support was not helpful. I alsways thought that Delta was the best airline but clearly they are not.
916,1,,Solo Leisure,Economy Class,New York to Miami,July 2021,2,1,,,1,,1,0,✅ Trip Verified ,"  My flight was delayed 4 times then canceled. Their reason was the pilot was running late. By the 3rd delay passengers were told the pilot called out of work. One would think Delta is just now finding this out now. And why a backup plan was not in place. We were held waiting for another pilot until they canceled the flight and the Delta crew behind the counter fled. A lot of passengers wanted answers. My flight was moved to 8pm the next day. (already 2 days of vacation down the drain). Just when I thought it couldn't get any worst, when trying to fly back home the plane was once again delayed. The reason? They need 5 flight attendants to fly. They only had 4 currently because  the 5th person is stuck in traffic. When the 5th flight attendant showed up ... all 5 of them had lunch at another gate so they won't be seen. Unbelievable know they caused the delay. By the time we boarded the weather has gotten worst and I am literally sitting in the plane on the runaway on another delay writing this review. This would be the 3rd delay by now. Delta really is the worst airline there is and I would never purchase or flying delta again."
917,1,,Business,First Class,Los Angeles to Cancun,July 2021,1,1,1,1,1,1,1,0,✅ Trip Verified ,  We booked 2 business class tickets to Cancun from LAX and I am sadly disappointed at the misleading information. Flying business class means at least larger seats and access to business class. I guess not what I expected.
918,7,,Family Leisure,Economy Class,Las Vegas to Raleigh  ,July 2021,2,4,1,4,4,4,3,1,✅ Trip Verified ,"  Great flight, only problem was snacks they leave you very hungry. Our flight was 3 hours and 45 minutes wasn’t very fun with kiddos could upgrade on those snacks and how many times they serve them. Seats weren’t too comfortable, little hard on my back and bottom other then that good flight"
919,1,,Couple Leisure,First Class,New York to Boston,July 2021,3,5,4,,1,3,2,0,✅ Trip Verified ,  The staff that Delta had at JFK are the rudest and not helpful at all. Staff  at the check in counter on 7/9/21 counter B42 and 9:12pm and was so good at ignoring everyone that was there instead of helping them. When she finally did feel it was necessary to help her response was what do you want. When I asked Her my question her tone and attitude with her arms flailing was ridiculous. I would be embarrassed to have her as a staff member. Teach your staff customer service Delta.
920,1,,Solo Leisure,Economy Class,Atlanta to Baltimore Washington,July 2021,1,1,,,1,,1,0,✅ Trip Verified ,"  I am so displeased with the service at Delta airlines. First we waited over one hour on the runway and nobody informed us of the delay. When a passenger next to me pressed the call button the flight attendant stated we were waiting in line to take off. She said the captain announced that but we never heard the announcement. Next we air in the air and the captain comes on speaker stating that there’s bad weather in DC, and AC wants us to stay in the air for one extra hour but we don’t have enough fuel to do that. The captain said we’re going to go to Richmond Virginia for fuel. We landed in Richmond the fuel was on the ground waiting for us as we landed. Shortly after the fuel was given the captain comes on speaker again and states that the weather is good and we headed to BWI. I’m very frustrated with the miscommunication and delayed services with lack of empathy for people’s time. Never will I travel Delta again. I never witnessed such nonsenses. The landing was so hard."
921,1,,Solo Leisure,Economy Class,Salt Lake to Ontario,June 2021,1,2,3,2,1,1,2,0,Not Verified ,"  Delta Airlines customer service is non-existent. If you book a flight and need to change it or cancel, forget it. The only way to book with them or change your flight is to do it online. There are no humans to talk to or chat with."
